ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,System Name,System Type,Service Type,Classification,Size,Diameter,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in)
1941775,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,134.215,184.499,24.0,,,,,,,270.0,134.007,184.499,17.0,134.423,184.708,24.0,134.215,184.604,20.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941776,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,134.215,193.722,17.0,,,,,,,180.0,134.007,193.618,17.0,134.423,193.826,24.0,134.215,193.722,20.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941854,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 4 27/32""","0' - 1""","6' - 7""",29 SF,2.42 CF,,,Glass,,,,,,BoundingBox,134.319,191.416,20.5,,,,,,,,134.277,189.215,17.208,134.361,193.618,23.792,134.319,191.416,20.5,,"Area=29 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.42 CF | Width=4' - 4 27/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941860,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 3 19/32""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,134.215,189.006,24.0,,,,,,,240.0,134.007,184.708,23.792,134.423,189.006,24.0,134.215,186.857,23.896,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 19/32"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941861,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 4 27/32""",,"0' - 5""","0' - 5""",3 SF,0.38 CF,,,Aluminum,,,,,,Point,134.215,189.215,17.0,,,,,,,240.0,134.007,189.215,17.0,134.423,193.618,17.208,134.215,191.416,17.104,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 4 27/32"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.38 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941862,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,134.215,189.111,17.0,,,,,,,180.0,134.007,189.006,17.0,134.423,189.215,24.0,134.215,189.111,20.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941883,Walls,,Storefront - EXTERIOR ISLAND,L 1,,B2010,Exterior Walls,"8' - 5 1/4""",,,,59 SF,,,,,,,,"2' - 0""","0' - 0""",Curve,129.329,198.666,15.0,133.548,198.666,15.0,125.111,198.666,15.0,,125.111,198.166,17.0,133.882,199.166,24.0,129.496,198.666,20.5,,"Adjust for Mullion Size=False | Area=59 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=2' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=8' - 5 1/4"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=7' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941884,Curtain Panels,System Panel,Glazed,L 1,,,,,"3' - 10 7/8""","0' - 1""","6' - 7""",26 SF,2.14 CF,,,Glass,,,,,,BoundingBox,131.387,198.77,20.5,,,,,,,,129.434,198.729,17.208,133.34,198.812,23.792,131.387,198.77,20.5,,"Area=26 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.14 CF | Width=3' - 10 7/8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941886,Curtain Panels,System Panel,Glazed,L 1,,,,,"3' - 10 7/8""","0' - 1""","6' - 7""",26 SF,2.14 CF,,,Glass,,,,,,BoundingBox,127.272,198.77,20.5,,,,,,,,125.319,198.729,17.208,129.225,198.812,23.792,127.272,198.77,20.5,,"Area=26 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.14 CF | Width=3' - 10 7/8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941887,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"3' - 10 7/8""",,"0' - 5""","0' - 5""",3 SF,0.34 CF,,,Aluminum,,,,,,Point,125.319,198.666,24.0,,,,,,,90.0,125.319,198.458,23.792,129.225,198.874,24.0,127.272,198.666,23.896,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 10 7/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.34 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941888,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"3' - 10 7/8""",,"0' - 5""","0' - 5""",3 SF,0.34 CF,,,Aluminum,,,,,,Point,129.434,198.666,24.0,,,,,,,270.0,129.434,198.458,23.792,133.34,198.874,24.0,131.387,198.666,23.896,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 10 7/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.34 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941889,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"3' - 10 7/8""",,"0' - 5""","0' - 5""",3 SF,0.34 CF,,,Aluminum,,,,,,Point,133.34,198.666,17.0,,,,,,,270.0,129.434,198.458,17.0,133.34,198.874,17.208,131.387,198.666,17.104,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 10 7/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.34 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941890,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"3' - 10 7/8""",,"0' - 5""","0' - 5""",3 SF,0.34 CF,,,Aluminum,,,,,,Point,129.225,198.666,17.0,,,,,,,270.0,125.319,198.458,17.0,129.225,198.874,17.208,127.272,198.666,17.104,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=3' - 10 7/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.34 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941891,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,125.111,198.666,17.0,,,,,,,180.0,125.111,198.458,17.0,125.319,198.874,24.0,125.215,198.666,20.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941892,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,133.548,198.666,24.0,,,,,,,360.0,133.34,198.458,17.0,133.548,198.874,24.0,133.444,198.666,20.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1941893,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,129.329,198.666,17.0,,,,,,,180.0,129.225,198.458,17.0,129.434,198.874,24.0,129.329,198.666,20.5,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943499,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"5' - 5 1/4""","0' - 8""",,,65 SF,43.50 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,106.767,169.666,-15.0,109.486,169.666,-15.0,104.048,169.666,-15.0,,104.048,169.333,-12.0,109.486,169.999,0.0,106.767,169.666,-6.0,,"Area=65 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=5' - 5 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=43.50 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943544,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"0' - 10 1/4""","0' - 8""",,,10 SF,6.83 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,111.038,169.666,-15.0,111.465,169.666,-15.0,110.611,169.666,-15.0,,110.611,169.333,-12.0,111.465,169.999,0.0,111.038,169.666,-6.0,,"Area=10 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=0' - 10 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=6.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943574,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"0' - 10 1/4""","0' - 8""",,,10 SF,6.83 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,96.538,169.666,-15.0,96.965,169.666,-15.0,96.111,169.666,-15.0,,96.111,169.333,-12.0,96.965,169.999,0.0,96.538,169.666,-6.0,,"Area=10 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=0' - 10 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=6.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943630,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"13' - 4 1/2""","0' - 8""",,,120 SF,79.74 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,88.298,169.666,-15.0,94.986,169.666,-15.0,81.611,169.666,-15.0,,81.611,169.333,-12.0,94.986,169.999,0.0,88.298,169.666,-6.0,,"Area=120 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=13' - 4 1/2"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=79.74 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943683,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"0' - 10 1/4""","0' - 8""",,,10 SF,6.83 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,80.059,169.666,-15.0,80.486,169.666,-15.0,79.632,169.666,-15.0,,79.632,169.333,-12.0,80.486,169.999,0.0,80.059,169.666,-6.0,,"Area=10 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=0' - 10 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=6.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943723,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"5' - 5 1/4""","0' - 8""",,,65 SF,43.50 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,69.829,169.666,-15.0,72.548,169.666,-15.0,67.111,169.666,-15.0,,67.111,169.333,-12.0,72.548,169.999,0.0,69.829,169.666,-6.0,,"Area=65 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=5' - 5 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=43.50 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943755,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"0' - 10 1/4""","0' - 8""",,,10 SF,6.83 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,65.559,169.666,-15.0,65.986,169.666,-15.0,65.132,169.666,-15.0,,65.132,169.333,-12.0,65.986,169.999,0.0,65.559,169.666,-6.0,,"Area=10 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=0' - 10 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=6.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1943797,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"5' - 5 1/4""","0' - 8""",,,45 SF,29.87 CF,,,Default Wall,,,,"3' - 0""","0' - 0""",Curve,55.329,169.666,-15.0,52.611,169.666,-15.0,58.048,169.666,-15.0,,52.611,169.333,-12.0,58.048,169.999,0.0,55.329,169.666,-6.0,,"Area=45 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=3' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=5' - 5 1/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=29.87 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1944229,Walls,,"Generic - 8"" - INTERIOR",L -1,,C1010,Partitions,"13' - 4 1/2""","0' - 8""",,,95 SF,63.53 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,117.298,140.666,-15.0,123.986,140.666,-15.0,110.611,140.666,-15.0,,110.611,140.333,-15.0,123.986,140.999,0.0,117.298,140.666,-7.5,,"Area=95 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=13' - 4 1/2"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=63.53 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
